user_id,frequency,total_spend,avg_order_value,recency_days,total_clicks,view_clicks,cart_clicks,purchase_clicks,campaign_clicks,triggered_clicks
U005672,1,887.11,887.11,600,7,6,0,0,2,0
U000156,1,41.57,41.57,468,7,6,0,0,4,0
U003691,1,460.66,460.66,588,7,6,1,0,4,0
U006728,1,422.15,422.15,229,7,6,1,0,2,1
U006602,2,324.82,212.05,426,7,6,1,0,4,1
U002645,1,283.2,283.2,359,7,6,0,0,2,0
U007004,1,592.06,592.06,846,7,6,1,0,5,0
U002620,1,1013.88,1013.88,849,7,6,0,1,1,0
U003999,2,789.49,394.75,186,7,6,0,1,1,0
U009206,1,1363.96,1363.96,745,7,6,1,0,3,1
U009873,2,1968.83,1503.35,660,7,6,1,0,1,0
U007947,3,1516.5,596.02,239,7,6,0,0,2,0
U007488,1,176.77,176.77,668,7,6,1,0,2,0
U001255,2,913.56,456.78,202,7,6,0,0,0,0
U006381,1,292.11,292.11,419,7,6,1,0,2,0
U003900,1,77.46,77.46,482,7,6,1,0,0,0
U001931,2,1582.44,791.22,208,7,6,0,0,3,1
U006470,1,529.34,529.34,772,7,6,1,0,3,0
U000056,1,307.97,307.97,763,7,6,0,0,2,0
U005557,1,380,380,180,7,6,1,0,1,0
U000143,1,218.7,218.7,423,7,6,0,0,0,0
U006629,1,314.95,314.95,340,7,6,0,1,0,0
U004443,2,815.03,566.8,190,7,6,1,0,2,0
U002341,1,250.14,250.14,615,7,6,0,0,2,0
U001368,1,54.55,54.55,530,7,6,1,0,2,0
U001116,1,233.49,233.49,394,7,6,0,1,1,0
U008162,1,119.4,119.4,344,7,6,1,0,5,0
U007433,1,521.5,521.5,295,7,6,0,0,0,0
U003490,1,138.66,138.66,391,7,6,0,0,1,0
U006851,1,357.16,357.16,263,7,6,0,0,3,1
U000916,1,418.78,418.78,601,7,6,1,0,1,0
U005969,2,435.83,318.5,191,7,6,0,1,3,0
U003548,1,627.45,627.45,347,7,6,0,1,3,0
U005987,1,30.01,30.01,187,7,6,1,0,3,0
U009114,1,1812.85,1812.85,343,7,6,0,0,3,0
U004224,1,591.55,591.55,561,7,6,1,0,5,0
U009680,1,34.71,34.71,408,7,6,1,0,3,0
U004849,2,956.05,444.77,303,7,6,1,0,2,0
U007403,2,660.5,330.25,833,7,6,0,0,2,0
U004630,2,292.83,205.6,445,7,6,1,0,1,0
U000891,1,33.58,33.58,632,7,6,1,0,0,0
U003130,1,56.03,56.03,409,7,6,1,0,1,0
U006193,1,254.94,254.94,332,7,6,1,0,3,0
U003756,2,1580.08,1177.93,586,7,6,1,0,5,0
U004379,1,247.81,247.81,389,7,6,1,0,3,0
U005793,1,315.78,315.78,768,7,6,1,0,1,0
U003838,2,2275.53,1144.92,251,7,6,1,0,3,0
U006576,1,181.88,181.88,844,7,6,0,1,2,0
U004656,2,160.04,93.37,221,7,6,0,0,1,0
U007620,1,107.66,107.66,403,7,6,0,0,3,0
U007499,2,343.53,240.15,201,7,6,0,0,6,0
U000817,4,2139.63,768.84,217,7,6,1,0,1,0
U005343,2,821.38,373.06,542,7,6,1,0,2,0
U008593,1,1371.52,1371.52,801,7,6,1,0,1,0
U006445,1,143.79,143.79,406,7,6,0,0,2,1
U003408,1,24.52,24.52,623,7,6,1,0,2,0
U006045,1,791.56,791.56,347,7,6,1,0,4,0
U003751,1,359.43,359.43,796,7,6,0,1,2,0
U000159,2,641.03,372.34,606,7,6,1,0,3,0
U002456,1,149.1,149.1,402,7,6,1,0,4,0
U001254,2,375.44,186.82,292,7,6,1,0,3,1
U002042,1,68.12,68.12,653,7,6,1,0,0,0
U008533,2,618.56,322,764,7,6,0,0,0,0
U003073,2,295.9,120.22,724,7,6,1,0,3,0
U004575,1,4279.03,4279.03,197,7,6,1,0,2,0
U007964,2,444.83,222.41,312,7,6,0,0,1,0
U006001,1,1552,1552,284,7,6,1,0,1,0
U009568,1,21.52,21.52,524,7,6,1,0,4,1
U002255,1,52.47,52.47,601,7,6,0,1,4,0
U000154,1,1203.06,1203.06,260,7,6,0,1,2,0
U004447,1,126.16,126.16,529,7,6,1,0,3,0
U007975,1,168.5,168.5,676,7,6,1,0,1,0
U002125,1,234.49,234.49,184,7,6,1,0,2,0
U003234,3,1050.22,673.9,234,7,6,0,0,2,0
U005760,2,2153.62,813.34,474,7,6,1,0,3,0
U002982,2,254.74,128.3,270,7,6,1,0,3,0
U005694,2,118.28,59.14,203,7,6,1,0,3,0
U006216,1,204.29,204.29,792,7,6,1,0,3,1
U001210,1,219.95,219.95,474,7,6,1,0,5,1
U000953,1,1600.79,1600.79,178,7,6,1,0,4,1
U008994,2,2170.22,1085.11,801,7,6,0,0,2,0
U007155,1,293.24,293.24,571,7,6,1,0,2,1
U001058,1,18.2,18.2,739,7,6,1,0,2,0
U002216,1,112.88,112.88,667,7,6,0,1,2,0
U007885,1,333.28,333.28,737,7,6,1,0,4,0
U007190,3,1925.49,600.19,300,7,6,0,0,3,0
U003206,1,3753.9,3753.9,532,7,6,1,0,3,1
U002779,2,1954.5,1503.56,652,7,6,1,0,2,1
U000754,1,497.05,497.05,484,7,6,0,0,1,0
U007565,1,356.53,356.53,622,7,6,0,0,1,0
U006168,3,3429.41,2496.19,220,7,6,1,0,6,1
U002764,1,115.81,115.81,706,7,6,0,0,2,0
U004383,3,1327.94,627.98,294,7,6,0,1,1,0
U005124,2,390.73,215.99,172,7,6,0,1,2,1
U004235,1,252.09,252.09,493,7,6,0,1,2,0
U003788,1,1181.94,1181.94,515,7,6,1,0,1,0
U001798,1,316,316,532,7,6,1,0,1,0
U004649,1,40.02,40.02,374,7,6,0,0,1,1
U001118,1,1742.92,1742.92,593,7,6,0,1,2,1
U009176,1,2079.99,2079.99,285,7,6,0,0,3,0
U007796,1,100.06,100.06,682,7,6,0,1,1,0
U006064,1,311.35,311.35,663,7,6,1,0,3,0
U007032,1,107.6,107.6,436,7,6,1,0,3,1
U001015,1,138.24,138.24,304,7,6,1,0,3,0
U004125,1,52.83,52.83,193,7,6,0,1,1,0
U001625,1,658.61,658.61,733,7,6,0,1,5,1
U007175,1,274.27,274.27,365,7,6,1,0,2,0
U000568,2,342.88,204.87,387,7,6,0,1,3,1
U005088,1,280.51,280.51,246,7,6,1,0,4,0
U002686,1,1937.4,1937.4,618,7,6,0,1,0,0
U001960,2,780.35,390.18,245,7,6,0,0,0,0
U007242,1,123.14,123.14,495,7,6,1,0,4,0
U005776,2,1004.15,742.65,373,7,6,1,0,1,0
U002232,1,320.41,320.41,713,7,6,0,1,1,0
U008017,2,237.07,143.6,553,7,6,1,0,1,0
U000354,1,20.98,20.98,330,7,6,0,0,2,0
U002230,2,1294.9,647.45,200,7,6,1,0,1,0
U000280,2,5685.91,3365.66,392,7,6,0,1,3,0
U002142,2,5434.81,2717.41,603,7,6,1,0,5,0
U003057,1,463.7,463.7,836,7,6,0,0,2,0
U005155,1,507.2,507.2,778,7,6,1,0,3,1
U001840,1,65.91,65.91,277,7,6,0,0,5,0
U005022,1,75.19,75.19,737,7,6,0,0,2,0
U000914,1,9.31,9.31,592,7,6,1,0,3,0
U008861,1,134.24,134.24,425,7,6,0,0,1,0
U004056,1,9.25,9.25,174,7,6,1,0,3,0
U009646,1,1161.93,1161.93,578,7,6,1,0,2,0
U001356,2,1088.49,681.28,378,7,6,1,0,1,0
U002608,1,654.76,654.76,311,7,6,0,1,0,0
U004084,1,943.26,943.26,444,7,6,0,1,1,0
U005263,1,1426.01,1426.01,439,7,6,0,0,5,1
U009971,1,83.13,83.13,570,7,6,0,1,3,0
U007143,1,227.23,227.23,275,7,6,0,0,2,0
U004213,1,362.06,362.06,630,7,6,0,0,3,1
U004150,1,1187.64,1187.64,223,7,6,1,0,3,0
U000848,1,23.37,23.37,754,7,6,0,1,2,0
U007030,2,2157.42,1388.99,383,7,6,1,0,3,0
U000539,2,1147.75,924.42,393,7,6,1,0,4,1
U002175,1,300.07,300.07,272,7,6,1,0,3,1
U002146,1,153.71,153.71,480,7,6,0,0,2,1
U001530,2,1265.68,728.67,250,7,6,0,1,2,0
U004306,4,1825.55,420.04,298,7,6,0,0,0,0
U003718,1,575.24,575.24,423,7,6,1,0,5,0
U004546,2,2328.26,1549.08,455,7,6,1,0,2,0
U004164,2,807.44,529.04,724,7,6,0,0,2,0
U007735,1,385.25,385.25,435,7,6,1,0,0,0
U007059,1,565.28,565.28,404,7,6,0,0,4,0
U000362,3,1973.59,824.54,459,7,6,1,0,2,0
U003869,1,192.42,192.42,532,7,6,1,0,3,0
U002019,1,60.11,60.11,578,7,6,0,1,1,0
U003920,1,127.92,127.92,841,7,6,1,0,5,0
U005886,1,402.43,402.43,811,7,6,1,0,0,0
U002526,2,636.03,318.02,333,7,6,0,0,2,0
U005028,1,455.29,455.29,644,7,6,1,0,1,0
U009079,1,352.38,352.38,728,7,6,1,0,1,0
U000313,1,55.14,55.14,797,7,6,0,0,2,0
U004169,1,44.53,44.53,749,7,6,0,0,2,0
U000763,2,1790.38,962.88,256,7,6,1,0,2,0
U005544,3,387.94,166.71,238,7,6,0,0,2,0
U006257,3,3952.4,1888.63,343,7,6,0,0,5,1
U008577,2,282.53,131.97,500,7,6,1,0,2,1
U000220,1,623.72,623.72,744,7,6,0,1,3,1
U002594,1,808.3,808.3,513,7,6,1,0,1,0
U003472,1,1113.78,1113.78,780,7,6,1,0,3,0
U007698,1,1345.07,1345.07,789,7,6,1,0,3,1
U002382,1,1431.6,1431.6,239,7,6,0,1,3,1
U001690,1,45.66,45.66,823,7,6,1,0,2,0
U001107,1,42.15,42.15,683,7,6,0,1,1,0
U007357,1,272.53,272.53,786,7,6,1,0,4,0
U007564,1,897.23,897.23,416,7,6,1,0,3,0
U008774,2,681.84,409.01,501,7,6,1,0,1,0
U007538,1,675.42,675.42,529,7,6,1,0,0,0
U008693,2,1549.69,925.46,228,7,6,1,0,2,0
U007153,1,2209.97,2209.97,461,7,6,1,0,1,0
U005872,3,2953.26,1503.04,569,7,6,0,1,0,0
U002690,1,65.56,65.56,725,7,6,0,0,1,0
U006809,1,414.34,414.34,843,7,6,1,0,1,0
U003695,1,1670.08,1670.08,459,7,6,1,0,1,0
U004938,1,246.05,246.05,486,7,6,1,0,4,0
U004554,1,790.08,790.08,575,7,6,0,0,4,0
U009627,2,567.41,401.45,523,7,6,0,0,1,0
U001620,1,20.74,20.74,672,7,6,1,0,2,0
U009394,1,119.07,119.07,374,7,6,0,0,2,0
U002347,1,183.53,183.53,782,7,6,0,0,1,0
U004513,2,173.03,86.52,283,7,6,0,1,2,0
U006367,2,376.46,139.37,193,7,6,0,0,0,0
U002948,1,32.7,32.7,824,7,6,1,0,2,1
U007716,1,813.52,813.52,692,7,6,0,1,4,1
U002704,1,999.12,999.12,178,7,6,0,0,1,0
U003993,3,721.63,340.99,259,7,6,0,0,4,1
U008786,1,322.32,322.32,531,7,6,0,0,1,0
U002598,2,481.85,240.93,455,7,6,0,0,1,0
U005865,1,140.3,140.3,512,7,6,0,0,2,1
U009912,1,249.91,249.91,252,7,6,0,0,4,0
U005349,1,2199.33,2199.33,758,8,6,1,0,1,0
U002461,3,1685.64,561.88,391,8,6,1,0,3,0
U009030,2,591.09,273.06,563,8,6,2,0,4,0
U009203,1,643.14,643.14,203,8,6,2,0,3,0
U004573,1,2946.3,2946.3,803,8,6,1,0,4,0
U009268,1,1804.96,1804.96,239,8,6,1,1,2,0
U003485,1,84.97,84.97,565,8,6,1,1,3,0
U000319,1,220.65,220.65,481,8,6,1,0,2,1
U002950,1,685.74,685.74,559,8,6,1,0,1,0
U002862,1,73.64,73.64,510,8,6,1,0,1,0
U001030,1,251.36,251.36,549,8,6,0,1,2,0
U001281,1,30.5,30.5,667,8,6,1,1,2,0
U004186,1,165.03,165.03,425,8,6,1,0,2,0
U007393,1,1558.73,1558.73,584,8,6,0,1,2,0
U001111,2,570.4,285.2,301,8,6,0,0,3,0
U004198,1,33.76,33.76,323,8,6,1,0,4,0
U006099,2,3474.09,2297.08,396,8,6,1,0,2,0
U008494,2,1194.76,597.38,429,8,6,0,1,1,0
U009478,2,236.59,144.53,241,8,6,0,0,3,1
U006057,2,48.74,24.37,172,8,6,1,0,3,0
U000983,2,714.99,357.5,291,8,6,1,0,3,0
U007124,1,74.08,74.08,318,8,6,1,0,0,0
U003321,3,1220.89,453.13,244,8,6,0,0,5,1
U008955,1,42.45,42.45,240,8,6,1,0,4,0
U004285,1,412.07,412.07,362,8,6,1,0,2,0
U005921,3,7471.96,3510.81,305,8,6,1,0,3,1
U004349,1,710.93,710.93,606,8,6,1,1,1,0
U001763,2,3729.27,1032.95,548,8,6,1,0,5,0
U004872,1,129.58,129.58,266,8,6,0,0,3,0
U005322,1,1154.99,1154.99,346,8,6,1,1,4,0
U003933,1,842.39,842.39,730,8,6,0,0,1,0
U003775,1,339.91,339.91,810,8,6,1,0,2,0
U009999,1,376.38,376.38,510,8,6,2,0,3,0
U003532,1,64.95,64.95,649,8,6,1,0,2,0
U000218,3,2074.49,699.12,210,8,6,2,0,5,1
U001000,1,1610.3,1610.3,427,8,6,1,0,5,0
U001497,1,994.96,994.96,481,8,6,2,0,4,0
U002953,2,1437.97,801.18,182,8,6,1,1,2,0
U006482,1,83.34,83.34,554,8,6,2,0,4,0
U001011,2,3136.41,1568.2,639,8,6,1,1,4,0
U002348,1,26.54,26.54,586,8,6,0,0,1,1
U002657,1,1409.44,1409.44,781,8,6,1,0,2,0
U008656,2,1544.8,1022.97,647,8,6,2,0,4,0
U007375,1,200.4,200.4,276,8,6,1,0,1,0
U008562,1,50.01,50.01,833,8,6,1,0,1,0
U002870,3,1576.61,868.83,214,8,6,1,0,4,0
U003006,2,185.17,106.74,380,8,6,2,0,1,0
U003737,2,1978.37,1352.29,679,8,6,2,0,0,0
U002187,2,886.89,578.31,562,8,6,1,1,3,0
U007701,1,183.18,183.18,552,8,6,0,0,0,0
U005304,1,96.94,96.94,830,8,6,0,0,3,0
U007542,1,426.48,426.48,773,8,6,2,0,3,0
U007440,1,75.1,75.1,506,8,6,1,0,1,0
U006003,1,189.42,189.42,392,8,6,0,0,2,0
U001350,1,259.01,259.01,774,8,6,2,0,4,0
U005448,1,64.3,64.3,337,8,6,1,1,3,0
U000932,2,4196.57,2190.44,188,8,6,1,0,2,0
U008706,1,29.34,29.34,526,8,6,1,1,1,0
U008770,2,3846.36,2523.54,748,8,6,2,0,3,0
U001451,1,180.32,180.32,841,8,6,1,1,3,1
U000079,2,184.56,84.4,221,8,6,1,1,5,0
U009373,1,110.8,110.8,488,8,6,1,0,4,0
U005585,1,40.28,40.28,633,8,6,1,1,3,0
U001189,1,112.83,112.83,410,8,6,0,2,2,0
U008036,1,110.88,110.88,418,8,6,1,0,2,1
U004463,2,490.08,245.04,237,8,6,1,0,2,0
U004231,2,425.8,262.32,258,8,6,0,0,6,0
U004844,1,561.58,561.58,552,8,6,1,1,2,0
U005109,3,829.39,479.04,207,8,6,1,0,6,0
U009832,1,197.07,197.07,248,8,6,0,0,3,0
U001618,1,5.67,5.67,270,8,6,2,0,4,1
U000321,4,1846.8,732.29,464,8,6,1,1,5,1
U002926,1,801.76,801.76,645,8,6,0,0,3,0
U004026,1,265.54,265.54,347,8,6,2,0,4,1
U004471,3,1983.31,839.55,267,8,6,1,0,2,0
U009453,1,35.82,35.82,181,8,6,0,0,2,0
U008109,1,20.06,20.06,853,8,6,0,0,2,1
U002272,1,40.24,40.24,501,8,6,2,0,1,0
U003731,2,1080.99,722.61,184,8,6,1,1,1,0
U005325,2,1567.92,1127.85,255,8,6,2,0,4,0
U008978,2,1528.87,531.49,267,8,6,2,0,3,0
U009280,2,855.4,427.7,299,8,6,2,0,2,0
U003829,1,999.2,999.2,709,8,6,1,0,1,0
U002201,1,223.58,223.58,787,8,6,2,0,1,0
U003647,2,517.24,380.08,488,8,6,0,0,1,0
U005722,1,161.07,161.07,485,8,6,2,0,5,0
U003183,1,1611.47,1611.47,421,8,6,0,1,2,0
U005291,1,2224.26,2224.26,724,8,6,1,0,6,0
U004194,1,545.51,545.51,375,8,6,1,1,1,0
U001912,1,289.54,289.54,259,8,6,1,0,3,1
U008813,1,192.66,192.66,749,8,6,1,0,3,0
U007145,1,312.52,312.52,789,8,6,1,0,2,0
U005937,1,332.78,332.78,736,8,6,1,1,5,1
U009182,3,1154.77,542.81,291,8,6,0,0,4,1
U002321,2,1204.85,784,288,8,6,2,0,3,0
U001068,1,1400.72,1400.72,716,8,6,1,0,0,0
U002082,1,151.12,151.12,392,8,6,2,0,3,0
U008828,1,201.3,201.3,780,8,6,1,0,3,0
U001558,1,242.73,242.73,596,8,6,0,0,4,0
U006298,1,114.12,114.12,273,8,6,0,1,4,1
U006633,1,177.95,177.95,443,8,6,0,1,2,0
U000884,2,947.1,473.55,283,8,6,1,0,2,0
U003659,1,1922.54,1922.54,506,8,6,1,1,1,0
U003397,1,633.08,633.08,356,8,6,1,1,5,0
U006242,3,364.54,166.54,225,8,6,2,0,4,0
U007106,1,404.2,404.2,760,8,6,0,0,2,0
U004266,2,2648.6,1174.29,354,8,6,1,0,1,0
U002748,2,1457.12,728.56,380,8,6,1,1,3,0
U001664,2,1392.57,1003.84,693,8,6,0,0,3,0
U007416,1,442.75,442.75,513,8,6,2,0,5,0
U005366,1,1223.02,1223.02,650,8,6,1,0,3,0
U000663,1,59.15,59.15,855,8,6,2,0,2,0
U003528,3,1660.21,633.09,308,8,6,1,0,2,1
U004898,3,2487.27,1272.6,371,8,6,2,0,1,0
U004567,1,3371.57,3371.57,369,8,6,1,1,4,0
U009187,2,221.49,162.86,197,8,6,0,1,2,1
U008081,1,294.72,294.72,318,8,6,1,0,2,1
U001627,1,241.88,241.88,483,8,6,1,0,3,0
U008037,1,3437.44,3437.44,477,8,6,2,0,2,0
U003889,1,165.72,165.72,382,8,6,1,0,1,0
U001837,1,102.72,102.72,805,8,6,0,1,2,0
U005533,1,67.41,67.41,654,8,6,2,0,1,0
U009315,2,590.68,441.31,678,8,6,1,1,4,0
U005891,1,493.88,493.88,810,8,6,1,0,3,0
U008557,1,535.19,535.19,283,8,6,0,1,2,0
U002499,3,1972.94,742.77,174,8,6,0,1,2,0
U006363,1,463.75,463.75,734,8,6,1,1,4,0
U006253,1,98.6,98.6,561,8,6,1,1,2,0
U001141,1,415.34,415.34,676,8,6,1,1,1,0
U001544,1,376.18,376.18,287,8,6,2,0,3,0
U001415,1,676.49,676.49,712,8,6,1,0,2,0
U008042,1,141.53,141.53,824,8,6,1,0,3,0
U003260,2,863.77,319.28,294,8,6,2,0,2,0
U003658,1,77.06,77.06,601,8,6,1,0,4,1
U008285,1,201.36,201.36,546,8,6,2,0,2,0
U005992,1,479.62,479.62,832,8,6,1,1,4,0
U005520,1,621.82,621.82,536,8,6,1,1,2,0
U002491,1,447.36,447.36,398,8,6,0,1,2,1
U002018,1,90.57,90.57,765,8,6,0,0,2,0
U008314,1,104.09,104.09,762,8,6,1,0,3,0
U007125,1,244.95,244.95,350,8,6,1,0,3,0
U005178,2,667.13,361.63,283,8,6,0,2,1,0
U001300,2,1492.43,746.22,618,8,6,1,0,4,0
U002047,3,1136.07,371,231,8,6,0,0,2,0
U009883,1,70.32,70.32,604,8,6,1,0,3,0
U002336,2,1379.46,1031.76,528,8,6,1,1,2,0
U002172,2,1586.6,587.13,252,8,6,1,0,3,0
U007303,1,360.29,360.29,614,8,6,1,1,4,0
U004483,1,513.6,513.6,550,8,6,1,0,2,0
U007480,1,529.81,529.81,174,8,6,1,1,2,1
U006976,1,724.42,724.42,438,8,6,1,0,4,1
U009688,1,118.89,118.89,216,8,6,2,0,3,0
U001084,1,90.64,90.64,479,8,6,0,0,0,0
U005552,1,770.87,770.87,806,8,6,1,1,3,0
U002050,2,1520.52,760.26,253,8,6,1,0,2,0
U008919,1,1988.4,1988.4,492,8,6,1,0,3,0
U007315,1,41.3,41.3,748,8,6,1,0,2,0
U006366,2,1455.42,950.56,516,8,6,0,0,3,0
U008183,1,361.46,361.46,299,8,6,0,1,4,1
U002688,3,674.52,262.54,405,8,6,0,0,2,0
U005806,1,3037.86,3037.86,667,8,6,0,1,3,0
U006544,1,468.3,468.3,630,8,6,1,1,0,0
U002812,1,103.56,103.56,446,8,6,0,1,2,0
U002566,1,280.76,280.76,658,8,6,2,0,2,0
U001844,2,1555.51,997.21,577,8,6,1,1,2,0
U003050,1,45.1,45.1,565,8,6,1,0,3,0
U005077,1,2843.14,2843.14,678,8,6,2,0,1,0
U006116,1,63.35,63.35,211,8,6,0,2,2,1
U009390,1,22.55,22.55,660,8,6,1,1,0,0
U001766,1,489.1,489.1,775,8,6,2,0,0,0
U000869,2,1041.12,809.5,641,8,6,2,0,4,1
U003482,1,770.82,770.82,442,8,6,0,0,3,0
U008818,1,602.52,602.52,793,8,6,2,0,2,0
U001861,1,473.37,473.37,738,8,6,1,1,3,0
U000706,1,451.04,451.04,678,8,6,2,0,1,0
U006709,1,398.55,398.55,261,8,6,0,1,2,0
U000106,2,594.75,410.2,331,8,6,1,1,4,0
U005928,1,1268.36,1268.36,329,8,6,1,0,1,0
U000591,2,1191.73,783.08,557,8,6,2,0,3,0
U002973,1,390.24,390.24,570,8,6,1,0,1,0
U000210,1,2344.23,2344.23,798,8,6,2,0,4,0
U006739,1,137.24,137.24,222,8,6,0,0,1,0
U008723,1,2370.71,2370.71,589,8,6,0,0,2,0
U008421,1,899.79,899.79,576,8,6,1,0,5,0
U001377,1,1907.59,1907.59,389,8,6,0,0,2,0
U007767,1,1915.91,1915.91,372,8,6,1,0,5,0
U003559,1,1010.24,1010.24,420,8,6,1,1,4,1
U002309,2,95.49,54.33,336,8,6,0,0,3,0
U007485,1,122.69,122.69,297,8,6,0,0,4,1
U006751,1,3317.72,3317.72,847,8,6,1,1,4,0
U000025,1,666.7,666.7,353,8,6,1,0,6,0
U003288,2,368.99,201.38,484,8,6,0,0,2,0
U000137,1,109.16,109.16,203,8,6,2,0,2,1
U008720,2,2720.36,1042.51,514,8,6,1,0,3,0
U006244,1,76.01,76.01,499,8,6,2,0,3,0
U006958,1,85.2,85.2,802,8,6,2,0,4,0
U000332,2,389.61,277.54,309,8,6,1,0,0,0
U003703,2,1150.98,698.21,276,8,6,2,0,2,0
U002558,1,1421.63,1421.63,215,8,6,1,0,6,0
U000242,2,1820.07,901.98,573,8,6,1,0,3,1
U006583,2,326.25,179.94,736,8,6,1,0,2,0
U008886,1,66.67,66.67,456,8,6,1,0,3,0
U000437,1,42.19,42.19,363,8,6,2,0,3,0
U006513,1,95.81,95.81,251,8,6,0,1,3,1
U001962,1,4.19,4.19,260,8,6,1,0,1,0
U005913,2,365.6,168.67,448,8,6,0,1,2,0
U008258,1,96.56,96.56,793,8,6,1,0,0,0
U003693,2,367.63,223.89,227,8,6,1,0,1,0
U005551,1,234.34,234.34,216,8,6,2,0,2,0
U006510,1,515.42,515.42,427,8,6,1,0,3,0
U007312,1,224.01,224.01,640,8,6,2,0,3,0
U006072,2,703.34,515.01,570,8,6,1,1,2,1
U000029,1,247.1,247.1,386,8,6,1,0,3,0
U004061,1,163.04,163.04,777,8,6,1,0,1,0
U005702,1,1201.76,1201.76,462,9,6,3,0,4,1
U008952,1,398.4,398.4,635,9,6,3,0,1,0
U004881,1,253.01,253.01,485,9,6,1,1,2,0
U005699,1,308.88,308.88,590,9,6,2,0,3,0
U006220,1,40.79,40.79,340,9,6,3,0,3,0
U000305,1,658.24,658.24,786,9,6,2,0,2,0
U008724,4,1533.17,420.21,321,9,6,2,0,2,0
U006240,3,660.37,293.93,198,9,6,1,1,3,1
U002791,2,216.79,108.39,513,9,6,2,0,3,0
U009385,2,263.3,131.65,795,9,6,1,2,1,0
U001098,2,292.9,146.45,323,9,6,2,0,0,0
U008821,3,307.43,103.45,223,9,6,1,0,3,0
U008649,1,38.54,38.54,529,9,6,3,0,4,0
U005326,2,419.74,209.87,356,9,6,3,0,3,1
U003767,1,47.88,47.88,790,9,6,1,1,0,0
U006725,1,27.23,27.23,483,9,6,2,1,5,0
U005781,1,672.44,672.44,746,9,6,0,0,2,0
U000276,1,1229.16,1229.16,396,9,6,2,1,4,0
U004049,2,1480.92,1126.56,328,9,6,2,0,1,1
U003064,2,2878.26,1352.06,599,9,6,1,0,1,0
U008027,1,173.97,173.97,537,9,6,2,1,3,0
U008980,2,973.19,597.33,401,9,6,2,0,2,0
U000221,1,193.38,193.38,538,9,6,2,1,1,0
U009596,1,498.14,498.14,244,9,6,0,1,5,2
U003533,1,2474.06,2474.06,354,9,6,0,1,2,0
U006946,1,196.32,196.32,789,9,6,1,0,3,0
U006346,1,494.84,494.84,178,9,6,3,0,2,0
U008281,1,142.94,142.94,825,9,6,0,2,1,0
U006685,1,1298.33,1298.33,591,9,6,3,0,2,0
U000628,1,996.18,996.18,274,9,6,2,0,2,0
U003539,1,266.26,266.26,196,9,6,2,1,2,0
U008059,3,540.38,180.13,487,9,6,3,0,0,0
U005233,2,1252.5,446.7,311,9,6,2,1,2,0
U000085,1,3003.15,3003.15,783,9,6,1,2,2,0
U001804,1,154.28,154.28,278,9,6,1,0,2,0
U007867,1,273.77,273.77,834,9,6,2,0,5,0
U002707,1,1392.55,1392.55,228,9,6,1,2,1,0
U004663,1,770.24,770.24,617,9,6,1,0,3,0
U000185,1,1000.45,1000.45,307,9,6,2,0,3,0
U008312,1,12.42,12.42,582,9,6,2,0,1,0
U009179,2,863.26,560.48,229,9,6,3,0,5,0
U009567,1,49.66,49.66,547,9,6,1,2,2,0
U006646,2,1158.5,579.25,355,9,6,2,0,5,1
U004390,2,1075.88,537.94,622,9,6,3,0,3,0
U008147,1,153.71,153.71,645,9,6,1,1,4,0
U004982,1,5397.05,5397.05,633,9,6,3,0,4,0
U000975,2,369.06,184.53,756,9,6,2,0,2,0
U002445,1,818.59,818.59,596,9,6,3,0,3,0
U006107,1,155.25,155.25,304,9,6,0,3,2,0
U001956,2,824.34,613,543,9,6,2,1,1,0
U002758,1,535.5,535.5,668,9,6,1,0,0,0
U007228,1,30.09,30.09,204,9,6,1,1,1,1
U007686,1,107.38,107.38,415,9,6,2,0,2,0
U002495,3,1979.32,658.21,347,9,6,2,0,5,0
U002320,1,200.38,200.38,174,9,6,2,1,3,0
U005659,1,1007.03,1007.03,810,9,6,2,0,1,0
U004043,1,472.77,472.77,705,9,6,2,0,3,0
U009150,2,4518.13,3495.81,227,9,6,2,0,4,2
U003846,1,177.64,177.64,547,9,6,1,0,2,0
U006321,2,2222.94,1793.4,383,9,6,2,0,2,0
U009714,3,154.35,51.45,283,9,6,1,0,4,0
U006276,2,383.6,191.8,274,9,6,1,1,1,0
U002251,1,396.38,396.38,392,9,6,1,1,1,0
U005406,1,497.08,497.08,268,9,6,2,0,4,0
U002972,3,2370.1,745.86,212,9,6,1,0,6,1
U000757,1,61.14,61.14,816,9,6,2,0,2,0
U006689,1,449.07,449.07,336,9,6,2,1,3,0
U004111,3,766.57,349.53,583,9,6,2,0,4,1
U007541,1,1269.75,1269.75,206,9,6,2,0,2,0
U009208,1,56.04,56.04,567,9,6,1,0,2,0
U006319,3,1009.24,334.4,417,9,6,3,0,3,1
U005107,1,853.07,853.07,287,9,6,1,0,3,0
U007781,1,65.06,65.06,850,9,6,2,1,6,0
U008268,2,764.7,382.35,683,9,6,2,1,3,0
U003062,1,118.08,118.08,302,9,6,2,1,1,0
U006440,2,608.86,304.43,557,9,6,3,0,3,0
U005238,1,1029.54,1029.54,623,9,6,1,1,2,0
U002737,1,23.28,23.28,259,9,6,1,0,1,0
U008248,1,867.49,867.49,603,9,6,2,0,4,1
U003951,1,379.87,379.87,228,9,6,0,1,2,0
U001610,1,76.79,76.79,353,9,6,2,1,2,1
U009051,1,33.02,33.02,229,9,6,0,1,0,0
